Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2106,11162338,"eric epochs","2023-11-04 03:21:01",0.14440,4,ericepochs
2107,11158544,Roshni7,"2023-10-31 07:27:20",0.14441,3,roshni7
2108,11114133,"Judy Camel","2023-10-23 09:40:13",0.14442,2,judycamel
2109,10988855,DragonSave66,"2023-09-29 22:40:29",0.14442,1,dragonsave66
2110,11004370,Nithilan_206086R,"2023-10-15 09:05:26",0.14444,19,pahirathannithilan
2111,11203076,TobiasLandgraf1,"2023-11-07 17:02:44",0.14445,2,tobiaslandgraf1
2112,11268107,happyoung,"2023-11-24 14:51:33",0.14446,9,happyoung
2113,10933665,anmol1310s,"2023-10-22 09:00:44",0.14446,1,anmol1310s
2114,11070011,Rockandmat,"2023-10-23 13:34:32",0.14446,2,rockandmat
2115,11201995,lm12356,"2023-11-21 06:46:57",0.14447,1,lm12356
2116,11015461,WangQP778,"2023-10-09 02:58:59",0.14448,4,wangqp778
2117,11288023,"Roberto Jimenez Palma","2023-11-24 01:40:10",0.14449,1,robertojimenezpalma
2118,11297135,Kashyapm07,"2023-11-25 10:37:28",0.14452,10,kashyapm07
2119,11139584,"Lalitha Rani sagiraju","2023-10-27 06:23:14",0.14453,1,lalitharanisagiraju
2120,11020314,DM101,"2023-11-09 15:50:34",0.14453,3,mirandatse
2121,11114120,"Chan King Man","2023-11-11 09:48:51",0.14453,5,chankingman
2122,11049177,Kealpero2001,"2023-10-10 23:07:23",0.14454,6,kealpero2001
2123,11296260,Apoorva0618,"2023-11-25 23:42:50",0.14455,9,apoorva0618
2124,11046744,Es7ebandid0,"2023-10-10 14:23:10",0.14455,5,es7ebandid0
2125,11055594,"Sakthivel Ravi","2023-10-27 03:14:15",0.14459,1,sakthi1703
2126,11276206,BBozzi,"2023-11-21 03:05:52",0.14462,2,bbozzi
2127,10978851,"Lados Balint","2023-10-04 21:26:26",0.14463,1,ladosbalint
2128,11162551,"dd madog","2023-11-01 02:12:08",0.14466,1,ddmadog
2129,11116083,sjsqlZhang,"2023-10-28 07:41:41",0.14468,1,sjsqlzhang
2130,11106951,"İsmail BUZDAN","2023-10-21 12:08:16",0.14470,1,smailbuzdan
2131,11060061,"Samidu Bandara","2023-10-15 19:27:56",0.14471,10,samidubandara
2132,11071948,BUH5231,"2023-10-18 14:26:48",0.14471,11,buh5231
2133,11166856,ZicaiZhang,"2023-11-06 07:53:23",0.14473,1,zicaizhang
2134,11168865,"Aditya Sharma #10","2023-11-03 08:21:45",0.14473,5,adityasharmaa008
2135,11267976,"Philip Klippel","2023-11-19 20:35:29",0.14474,8,philipklippel
2136,11101954,embracingface,"2023-10-20 08:35:55",0.14476,1,embracingface
2137,9912945,"Omkar Khade","2023-10-20 15:05:46",0.14476,1,omkarkhade7
2138,11103653,"Suyash Yeolekar","2023-10-20 15:41:33",0.14476,1,suyashyeolekar
2139,11140860,abcsld,"2023-10-27 10:56:40",0.14478,1,abcsld
2140,11111186,shiftN,"2023-10-25 03:22:33",0.14481,1,sjkh2k1
2141,11165283,"Tianyu Zzzhang","2023-11-01 00:45:59",0.14482,1,tianyuzzzhang
2142,11039770,S.S.N.Sirimanna_206124J,"2023-10-14 07:41:08",0.14482,5,ssnsirimanna206124j
2143,11126602,"Bruno Pereira Ferreira","2023-11-25 18:27:48",0.14483,7,brunopereiraferreira
2144,11238170,"Keaton Saunders","2023-11-20 19:39:00",0.14483,9,keatonsaunders
2145,10542922,"Sho Obata","2023-09-29 03:37:26",0.14485,8,shoobata
2146,11089715,"Richard John","2023-10-18 06:11:53",0.14487,8,richardbonnie
2147,11034524,zhouchutian,"2023-10-24 06:35:19",0.14487,20,zhouchutian
2148,11163083,HUANGYUHAOA,"2023-11-01 02:54:30",0.14488,6,huangyuhaoa
2149,11004346,"Samy Migwi","2023-11-24 07:18:44",0.14489,2,samymigwi
2150,10999086,joker2377,"2023-10-04 14:05:23",0.14491,1,joker2377
2151,11203024,"Ellie Pryde","2023-11-07 16:30:33",0.14491,5,elliepryde
2152,11034846,"Sleep Penguin","2023-10-10 15:21:32",0.14492,2,sleeppenguin
2153,10181121,"Александр Пулинец","2023-10-07 21:45:32",0.14493,1,hellsys
2154,11218784,"Zhang Yiwen","2023-11-12 07:32:29",0.14496,14,zhangyiwen2314
2155,8043507,"Utkarsh Sagar","2023-10-10 19:17:20",0.14496,1,utkarshsagar1
2156,11168808,"Yoo Hyeonsang","2023-11-03 12:14:43",0.14496,1,yoohyeonsang
2157,11140707,"Rayarapu Abhigna","2023-10-27 10:23:15",0.14497,1,rayarapuabhigna
2158,11000061,Brammer11,"2023-10-02 20:32:51",0.14497,4,brammer11
2159,11145822,"PVS.Mokshitha Reddy","2023-10-28 11:06:11",0.14497,1,pvsmokshithareddy
2160,11124568,qzfm777,"2023-10-25 09:04:40",0.14497,2,qzfm777
2161,10997741,"misato #2","2023-11-15 08:53:25",0.14497,7,misatoyamamoto
2162,11237384,"Nepomuk Mylius","2023-11-13 15:28:08",0.14498,1,nepomukmylius
2163,11063809,"Subham Jha","2023-10-13 12:00:29",0.14500,2,subhamjha
2164,2548273,markroy,"2023-10-03 06:34:53",0.14501,14,markroy
2165,11251268,amohideen,"2023-11-20 01:21:21",0.14502,3,amohideen2020
2166,11017015,"Bernárd Borbély","2023-10-07 22:21:23",0.14504,2,bernrdborbly
2167,11125792,"[Deleted] b6916814-f9c9-457c-8750-959ac72bb4f4","2023-10-30 15:50:31",0.14505,6,del=6b32c7e2c7975406
2168,11019511,"Team 10 (SFDI)","2023-11-13 15:09:47",0.14505,23,"bansikunalshah,engineer2vj,nitishpatsamatla"
2169,10998863,"Yash Singhal #2","2023-10-02 11:09:10",0.14507,2,yashskaggle
2170,11271894,JonyFan0113,"2023-11-22 12:56:48",0.14507,2,jonyfan0113
2171,11141471,"Havilah Reecha","2023-10-27 13:10:07",0.14511,1,havilahreecha
2172,11204224,"Vadim Malz","2023-11-07 15:39:10",0.14511,1,vadimmalz
2173,11267829,zipkaggle2,"2023-11-19 19:30:28",0.14511,2,zipkaggle2
2174,11147751,bbwreader,"2023-11-22 16:25:32",0.14512,8,bbwreader
2175,4896494,"Anders Lindqvist","2023-10-17 09:10:19",0.14512,8,anderslindqvist
2176,11266745,"Camilla Fonseca","2023-11-19 19:59:21",0.14516,3,camillafonseca
2177,11073244,zhangwei11,"2023-10-15 14:51:17",0.14516,1,zhangwei11
2178,11138517,Roise,"2023-11-05 11:27:08",0.14517,6,rosodjlm
2179,11254649,TJUYun,"2023-11-17 05:42:41",0.14519,2,tjuyun
2180,11200751,Tatsuya_Matusda,"2023-11-07 03:56:16",0.14519,2,tatsuyamatusda
2181,11276411,IshikaGupta4568,"2023-11-24 04:34:36",0.14520,13,ishikagupta4568
2182,11158573,"Lennart Janssen","2023-11-06 08:02:27",0.14520,2,lennartjanssen
2183,11138181,RockyJOWnr,"2023-11-01 08:09:45",0.14522,1,rockyjownr
2184,11169607,"Abhishek Kumar Verma","2023-11-02 04:50:26",0.14523,2,abhishekverma732
2185,11078564,Aurora_leaves,"2023-10-25 12:04:00",0.14524,3,auroraleaves
2186,11015147,"Swetha D V G","2023-10-27 10:53:10",0.14524,1,swethadvg
2187,11070591,"Thanna Jay","2023-10-14 19:38:48",0.14525,3,thannajay
2188,11001197,YuWeiiizz,"2023-10-16 08:36:05",0.14526,3,yuweiiizz
2189,11042081,"Ronnie H Cheng","2023-10-13 19:14:25",0.14526,7,ronniehcheng
2190,11205212,"Marcelo Della","2023-11-07 16:39:08",0.14526,2,marcelodella
2191,11257154,"Verena Christian Saêta","2023-11-17 03:24:25",0.14530,3,verenachristiansata
2192,11229027,feifeicd,"2023-11-13 17:15:11",0.14530,5,feifeicd
2193,11106131,"Gentle ak","2023-10-21 09:05:38",0.14530,7,gentleak
2194,11174494,VSteinborn,"2023-11-03 17:04:09",0.14531,1,vsteinborn
2195,10013942,"Willy Kinfoussia","2023-10-21 12:32:51",0.14531,5,willykinfoussia
2196,11134767,RaStarMJL,"2023-10-27 01:10:01",0.14532,1,rastarmjl
2197,11145313,"Hamed Alizadegan","2023-11-09 19:22:10",0.14533,12,hamedalizadegan282
2198,11017049,"Eddie Chen","2023-10-06 21:58:25",0.14533,2,jundichen
2199,715081,"Naruhiko Nakanishi","2023-11-25 14:04:48",0.14535,16,grapestone5321
2200,11156991,"Etienne Bouchard","2023-11-19 00:46:41",0.14536,1,etiennebouchard
2201,11260886,"Aaron Abromowitz","2023-11-23 09:38:03",0.14537,20,aaronabromowitz
2202,10764978,"Chukwudi E. Asibe","2023-10-17 21:33:51",0.14537,1,chukwudieasibe
2203,11010599,"Ishika Arora #2","2023-10-11 11:49:36",0.14541,2,ishikaaarora
2204,11063202,Nenood,"2023-10-13 13:23:24",0.14541,1,nenood
2205,10969026,Mr.64891901,"2023-10-02 11:40:57",0.14541,1,mr64891901
2206,11097557,"Ouldouz Pakpour","2023-10-21 10:47:30",0.14542,1,ouldouzpakpour
2207,9426461,"Dinis Timoteo","2023-11-07 12:36:05",0.14542,2,dinistimoteo
2208,10976015,kimurasouta,"2023-09-28 04:29:11",0.14542,1,kimurasouta
2209,10945944,"David Boland","2023-10-10 06:36:14",0.14544,5,debpu06
2210,11013522,Ryo0905,"2023-10-04 21:38:36",0.14544,1,ryo0905
2211,11193834,"Ahamed Kabir","2023-11-06 01:26:37",0.14545,1,ahamedkabir
2212,11246335,XueXingLuo,"2023-11-16 01:40:42",0.14547,3,xuexingluo
2213,11110630,"Out of Time","2023-10-27 14:50:30",0.14547,7,outoftime
2214,2816577,Jotaro,"2023-11-24 07:52:00",0.14547,5,jotaro
2215,10956645,random2021,"2023-09-27 02:01:23",0.14547,2,random2021
2216,11281296,Randmax,"2023-11-22 05:17:07",0.14548,1,randmax
2217,9690343,Mrmrvaa,"2023-11-17 05:14:21",0.14548,2,mrmrvaa
2218,10083253,ChrisMcA,"2023-09-28 19:19:55",0.14548,10,chrismca13
2219,11203340,ETEA,"2023-11-07 14:52:40",0.14553,7,jasonugcrgb
2220,11101757,ETEA12,"2023-11-11 02:34:43",0.14555,44,"jasonwong11,kkka4a,tinacwc"
2221,11145550,DaydreamML,"2023-11-23 00:45:11",0.14555,1,daydreamml
2222,11109903,zagabi,"2023-10-23 12:06:54",0.14556,2,zagabi
2223,11070231,S.Nitchanan,"2023-10-23 17:36:50",0.14557,10,snitchanan
2224,11243943,"Chen yl","2023-11-15 07:42:29",0.14560,2,sou1power
2225,11122097,IkuSeisou,"2023-10-25 02:18:57",0.14561,17,ikuseisou
2226,11028185,Yuan.y.f.,"2023-10-09 05:20:35",0.14563,4,yuanyifeng721
2227,11191119,"Abdelrahman Tohamy","2023-11-06 15:16:38",0.14564,1,abdelrahmantohamy
2228,11146504,SMU-DM-HK,"2023-11-07 03:08:32",0.14564,8,"nojavanhassan,smudmhk"
2229,11075859,Hansongxhs,"2023-10-16 01:28:46",0.14564,1,hansongxhs
2230,11101421,KaraageCurry,"2023-10-20 06:56:16",0.14564,1,karaagecurry
2231,11247656,"Geo Hack","2023-11-15 09:43:16",0.14566,2,trandong0209
2232,9168563,"Dohye Kim #2","2023-10-29 03:47:47",0.14570,9,hellobecky
2233,11073606,cumulus_fractus,"2023-10-15 13:36:59",0.14571,1,cumulusfractus
2234,10994652,"Herman Sugiharto","2023-10-08 01:47:24",0.14571,1,hermansugiharto
2235,11105704,danielbai03,"2023-10-22 10:00:31",0.14572,3,danielbai03
2236,11058488,"[Deleted] 9508398f-a34b-4923-8b59-293085b54285","2023-10-12 15:15:12",0.14572,5,del=83cd44ed8cdc2b3b
2237,11248142,"Danlin S","2023-11-20 01:43:54",0.14573,8,danlins
2238,10979564,DidacS,"2023-10-01 12:30:28",0.14575,1,didacs
2239,10998471,TsaiLingCheng,"2023-10-02 14:18:51",0.14576,5,tsailingcheng
2240,11073347,LiFengJu,"2023-11-03 12:42:34",0.14577,2,lifengju
2241,5918452,"Niall Sheppard","2023-11-12 12:22:56",0.14577,5,niallsheppard
2242,11121249,"Siliconlife Waker","2023-10-25 03:52:44",0.14577,1,siliconlifewaker
2243,10883530,"Astitwa Agarwal","2023-10-06 04:15:26",0.14579,2,astitwaagarwal
2244,10721879,MaxUhl98,"2023-09-29 07:49:31",0.14580,3,maxuhl98
2245,10969274,"Lam Quoc Huy","2023-10-17 07:52:51",0.14580,2,lamquochuy
2246,11011613,"TaeKyun Kim","2023-10-04 14:01:15",0.14581,1,taekyunkim97
2247,10960450,Ritheesh_Saravanan,"2023-10-02 05:27:51",0.14581,2,ritheeshsaravanan
2248,11174955,"Devesh Talegaonkar","2023-11-02 13:58:24",0.14581,2,deveshtalegaonkar
2249,11096723,"Lukasz Kwaśniewski","2023-11-06 17:47:53",0.14585,1,lukaszkwaniewski
2250,11279366,AndrewMaged11,"2023-11-23 13:05:12",0.14585,1,andrewmaged11
2251,10783386,NeAleksiy,"2023-10-27 21:03:01",0.14585,4,nealeksiy
2252,11138049,"Alex Grills","2023-10-28 02:48:55",0.14585,1,ajgrills
2253,11183608,"Shane Gerami","2023-11-07 22:47:15",0.14586,1,shanegerami
2254,11187173,"Krystian Pińczak","2023-11-13 18:23:32",0.14586,7,krystianpiczak
2255,9905325,"andrey melnikov","2023-09-27 10:02:12",0.14587,1,andreymelnikov42
2256,11122048,"Yiqi Tang","2023-11-02 10:26:46",0.14588,7,tangyiqi
2257,11263925,Hwmemory,"2023-11-20 08:24:48",0.14588,1,hwmemory
2258,11138001,"Breno Mohr","2023-10-26 23:53:56",0.14589,1,brenomohr
2259,11212461,"Nahuel Vargas","2023-11-16 19:17:39",0.14590,5,nahuelvargas
2260,8482350,"Ziad Hamada Fathi Senousi","2023-09-29 15:13:10",0.14593,4,ziadhamadafathy
2261,11078948,reemarf.20,"2023-10-16 14:57:36",0.14595,5,reemarf20
2262,10666528,"Jimmy Kha","2023-10-30 23:19:35",0.14596,4,jimmykha
2263,11158243,"Jared Cosulich","2023-11-01 21:35:44",0.14597,1,jaredcosulich
2264,10959452,DezezMort,"2023-09-28 15:51:59",0.14598,2,dezezmort
2265,10970783,homaref,"2023-11-05 16:26:45",0.14598,5,homaref
2266,11139026,"Yishan Z","2023-11-02 21:20:10",0.14600,2,yishanz
2267,11033214,"PASAM BHANU","2023-10-08 09:04:26",0.14602,1,pasambhanu
2268,11155995,tianzhipeng,"2023-11-23 03:33:01",0.14604,1,tianzhipeng
2269,11036796,husheng-li,"2023-10-09 12:24:23",0.14605,4,hushengli
2270,11282044,姜雨*_*,"2023-11-23 09:07:40",0.14607,8,jiangyu3
2271,11202904,"Agathe Sarran","2023-11-07 15:50:44",0.14607,4,agathesarran
2272,11261839,BigBenHuun,"2023-11-18 04:36:01",0.14610,2,bigbenhuun
2273,11202803,"Anais Pepey","2023-11-07 15:25:55",0.14611,2,anaispepey
2274,11077240,Vithakshana,"2023-10-16 11:52:35",0.14611,2,vithakshana
2275,11275610,"Jean Francisco Giareta","2023-11-23 23:08:49",0.14611,5,jeanfranciscogiareta
2276,11084123,Ncoder_hans,"2023-10-17 08:25:22",0.14611,1,ncoderhans
2277,11055903,"Jacob Diaz","2023-11-04 21:11:24",0.14611,3,cjdiaz98
2278,11270586,"Kori Jacobsen","2023-11-20 04:52:03",0.14612,3,korijacobsen
2279,11249148,"Alfian Sakha F","2023-11-15 15:36:29",0.14613,1,alfiansakhaf
2280,11247569,"Mazin Taha5","2023-11-15 08:59:25",0.14613,1,mazintaha5
2281,3498623,"Weston Hinton","2023-11-02 18:22:11",0.14614,3,wbhinton
2282,11261954,"Yun-Jui Lee","2023-11-24 19:45:49",0.14615,15,r1997314
2283,11078555,"Bhanuka Pathirana","2023-10-16 13:55:54",0.14616,2,bhanukapathirana
2284,11078380,SnehTShah,"2023-10-20 11:18:28",0.14617,7,snehtshah
2285,11288963,"Андрей Зеленцов","2023-11-24 07:30:57",0.14618,5,beaversking
2286,10739597,malik9,"2023-11-09 05:21:08",0.14619,1,malik9
2287,11068688,YUZHANG,"2023-10-14 12:35:33",0.14619,1,zygoocumt
2288,11127159,coryzh,"2023-10-26 21:42:37",0.14619,1,coryzh
2289,11124422,"Bohdan Stetskyi","2023-10-28 20:08:20",0.14621,9,bohdanstetskyi
2290,11202075,DualTree,"2023-11-09 02:29:49",0.14623,2,dualtree
2291,11114392,Bhaskar2526,"2023-10-23 19:20:09",0.14623,1,bhaskar2526
2292,11122728,"Aditya Godse","2023-10-24 15:45:03",0.14623,2,decentralized
2293,11209732,"Samuel RY Xu","2023-11-08 06:54:49",0.14624,2,samuelryxu
2294,2473416,"Debora R.","2023-11-13 16:33:05",0.14624,11,deborar92
2295,10999076,"ROHIT KUNJADIYA","2023-10-03 12:31:27",0.14624,1,rohitkunjadiya
2296,11290416,Ahmad-Abdelwahab,"2023-11-23 12:58:05",0.14626,1,ahmadsayedabdelwahab
2297,10073217,"Duy Le #3","2023-11-16 00:24:04",0.14626,7,duyle2201
2298,10995220,Anubhav@3242,"2023-10-01 21:15:22",0.14628,10,anubhav3242
2299,11242014,uppastthedawn,"2023-11-14 14:54:31",0.14628,1,uppastthedawn
2300,11105057,"Samuel Surulere","2023-10-21 03:17:47",0.14630,1,samuelsurulere
2301,11078979,206131D,"2023-10-16 14:23:28",0.14630,2,savinithilakasiri
2302,7096802,HarmoniaLeo,"2023-10-09 14:36:12",0.14630,1,harmonialeoleo
2303,11220143,"Dmytro Dobrynin","2023-11-11 19:16:15",0.14631,2,dmytrodobrynin
2304,10839862,"Luccas Teves","2023-10-31 11:50:27",0.14632,2,luccasteves
2305,9833292,Nyaore,"2023-09-28 15:12:26",0.14635,1,nyaore
2306,11255586,MABIRUS,"2023-11-22 21:09:07",0.14637,10,mabirus
2307,11122541,"Wakana Murata","2023-11-14 01:05:09",0.14639,11,wakanamurata
2308,11107119,Tusk27,"2023-10-21 12:59:34",0.14640,5,tusk27
2309,10854609,"Ehab Essam","2023-09-28 10:26:49",0.14641,2,"ehabessam,youssefkkhaled,ziadaymantesla"
2310,10826180,"zhanle zhu","2023-10-10 12:30:45",0.14642,10,lronking
2311,11205224,"Kyrill Vovk","2023-11-07 16:38:02",0.14645,1,kyrillvovk
2312,11067416,"Navod Dulshan ","2023-10-15 18:05:46",0.14645,9,navoddulshan
2313,11181597,psmet1,"2023-11-05 07:44:36",0.14645,1,psmet1
2314,11142272,"Md Abdur Razzak Khan","2023-10-31 17:46:12",0.14646,8,khanrazzak
2315,11072028,"Bartol Karuza","2023-10-15 07:42:27",0.14646,2,bartolkaruza
2316,11096501,pdheeraj2002,"2023-10-19 17:52:24",0.14648,4,pdheeraj2002
2317,10979978,fujialieh,"2023-11-01 13:11:07",0.14648,1,fujialieh
2318,11093895,"Micah Best","2023-10-18 22:16:12",0.14649,1,micahbest
2319,11251713,"Eileen Zhang","2023-11-16 19:30:49",0.14650,2,eileenzhang248
2320,10999994,Kaballa,"2023-10-02 16:17:42",0.14652,3,kaballa
2321,11226719,"kiki #4","2023-11-11 06:10:22",0.14653,1,kikikikiki1213
2322,11278854,mkrzyzan,"2023-11-22 06:44:54",0.14654,1,mkrzyzan
2323,11185764,charitha213,"2023-11-04 06:18:43",0.14655,1,charitha213
2324,10975961,"Khyathi Kancharla","2023-11-05 14:05:16",0.14655,1,khyathikancharla
2325,11209740,"Bandi Srimayee","2023-11-08 06:23:58",0.14655,1,bandisrimayee
2326,11049305,"Marcelo Viana Dias","2023-10-12 12:00:36",0.14657,1,marcelovianadias
2327,11149177,swchoi0425,"2023-10-30 00:30:48",0.14659,5,swchoi0425
2328,11152612,"Hansol Sohn","2023-10-30 04:06:12",0.14659,2,hansolsohn
2329,11114397,"Ka Hwanee","2023-10-30 03:12:49",0.14659,3,kahwanee
2330,10982196,"Dhruv lunawath","2023-09-30 04:17:56",0.14659,2,dhruvlunawath
2331,9164093,"Jan van Velzen","2023-10-16 15:32:49",0.14659,3,jvvelzen
2332,11214078,"Waleed Afify","2023-11-16 10:29:32",0.14660,2,waleedafify
2333,11216517,jiaran_diiana,"2023-11-22 11:53:57",0.14662,16,jiarandiiana
2334,11283293,alderzhang,"2023-11-22 07:34:07",0.14662,1,alderzhang
2335,3786662,"Vivek Nikam","2023-10-27 14:16:46",0.14662,2,viveknikam1
2336,11135868,"Rahul Ruprao Dange","2023-10-30 16:02:00",0.14662,8,rahulrupraodange
2337,11135870,"Priya Kisan Bhangare","2023-11-02 09:09:46",0.14662,11,priyakisanbhangare
2338,11146376,shindesakshi900@,"2023-11-01 15:20:42",0.14662,3,shindesakshi900
2339,11135873,"saniya gajanan jadhav ","2023-10-29 12:07:45",0.14662,3,saniyagajananjadhav
2340,11146322,"madhuri Ashok Ghadge","2023-11-01 08:35:40",0.14662,4,madhuriashokghadge
2341,11135881,"priyanka jadhav","2023-10-29 17:16:15",0.14662,2,priyankajadhav426
2342,11139096,"Nilofer Mirakhan","2023-11-01 06:43:26",0.14662,1,nilofermirakhan
2343,11112047,"Ulrike Herold","2023-10-22 17:38:19",0.14663,2,ulrikeherold
2344,11158894,JapanKagglerr,"2023-10-31 03:05:24",0.14664,1,japankagglerr
2345,11172381,athatBown,"2023-11-02 02:54:24",0.14664,1,athatbown
2346,11081674,Dansch_4,"2023-10-16 21:31:04",0.14664,2,dansch4
2347,11045984,asd2481,"2023-10-11 09:03:58",0.14664,12,asd2481
2348,10968904,"Casey Terp","2023-09-27 02:38:53",0.14664,5,caseyterp
2349,11218298,"James Bond1000","2023-11-09 14:39:09",0.14666,4,jamesbond1000
2350,10835908,anapaula24,"2023-11-07 00:30:02",0.14666,1,anapaula24
2351,11135867,"Sanmati Pol","2023-10-29 11:54:30",0.14669,1,sanmatipol
2352,11183365,"Anmol Sahay","2023-11-03 16:01:14",0.14669,1,anmolsahay
2353,10995857,"Diana #7","2023-10-01 21:37:17",0.14671,2,dcesar
2354,11281032,"Lev Peschykhin","2023-11-22 20:41:05",0.14672,2,levpeschykhin
2355,11221920,PTkewei,"2023-11-22 07:09:32",0.14674,28,ptkewei
2356,11062850,leoly,"2023-10-16 07:50:36",0.14674,3,leooly
2357,11258817,tjddmlrms,"2023-11-17 11:55:49",0.14675,1,tjddmlrms
2358,11208407,ZhangZhiPeng111,"2023-11-08 03:47:20",0.14675,1,zhangzhipeng111
2359,11212891,Sergey993,"2023-11-10 18:33:59",0.14684,10,sergey993
2360,11081736,"Ágatha Mami","2023-10-23 17:56:01",0.14684,12,agathamami
2361,11243887,"Valerio Cannarozzo","2023-11-14 16:06:27",0.14684,1,valeriocannarozzo
2362,9855434,"Mostafa Karami","2023-11-11 17:56:47",0.14685,1,mostafa1karami
2363,10110176,"Arthur Sobolevsky","2023-11-04 12:45:57",0.14687,4,arthursobolevsky
2364,10898082,"Shupeng Zhang","2023-10-06 13:28:16",0.14688,12,shupengzhang
2365,11245093,"Terry Vis","2023-11-19 04:57:20",0.14688,9,terryvis
2366,11064923,"Zach #9","2023-11-15 04:15:15",0.14690,10,zachhubbs
2367,10976939,"Bin 7ashi","2023-10-11 09:22:48",0.14694,2,bin7ashi
2368,10989466,haoyuanzhang,"2023-10-02 08:20:13",0.14694,3,hyz12345
2369,7948768,"Pedro Amavizca","2023-10-09 02:13:00",0.14695,2,pedroamavizca
2370,10998230,"Feng Haiyue","2023-10-03 04:02:42",0.14696,1,fenghaiyue
2371,11032031,"Nan F","2023-10-08 03:27:20",0.14697,1,uuuumminff
2372,11155928,XuXuelin,"2023-11-01 06:42:27",0.14698,2,xuxuelin
2373,11020803,"Mennatallah Foenders","2023-10-06 14:57:11",0.14699,9,mennatallahfoenders
2374,11010462,weeeeeeeeed,"2023-10-20 08:25:06",0.14699,34,weeeeeeeeed
2375,11146351,Havana770,"2023-10-29 06:06:05",0.14699,1,havana770
2376,11089679,lijishuo,"2023-10-23 14:26:20",0.14700,9,lijishuo
2377,11091021,"WEIJIE GUO","2023-10-24 05:01:08",0.14701,11,weijieguo08
2378,10659583,"Deni Andrian Prayoga","2023-10-16 07:37:27",0.14702,4,deniandriancode
2379,11134277,panaso,"2023-10-26 08:46:56",0.14702,1,panaso
2380,8565029,"Neel Khokhar","2023-11-16 00:06:12",0.14704,2,neelkhokhar
2381,10998755,hexinyuMax,"2023-10-02 12:39:00",0.14704,4,hexinyumax
2382,11207518,"Dylan Childs","2023-11-10 18:55:11",0.14705,1,dylanchilds
2383,11003024,jacky50706,"2023-10-06 08:49:46",0.14705,3,jacky50706
2384,10866018,gtejima,"2023-10-30 04:51:46",0.14708,1,gtejima
2385,11222647,"Irina Korzhenevskaia","2023-11-14 11:29:50",0.14711,1,irinakorzhenevskaia
2386,10769353,yearstarter,"2023-10-19 08:43:52",0.14711,1,yearstarter
2387,11222018,"Taniya Pal","2023-11-12 08:05:42",0.14711,6,scienceenthusiast
2388,11111903,Pat_PaN,"2023-11-12 14:31:59",0.14711,2,patpan
2389,11074311,HeZheng233,"2023-11-13 00:05:13",0.14711,11,hezheng233
2390,10803577,MCoram,"2023-10-31 20:34:18",0.14711,3,mcoram
2391,10856347,"Boyuan Long","2023-10-07 20:21:31",0.14711,4,boyuanlongg
2392,11138923,"Huang Zhipeng scut","2023-10-27 07:05:29",0.14712,3,huangzhipengscut
2393,11198981,"Robert Vargo","2023-11-06 19:17:02",0.14713,1,robertvargo
2394,11079420,"Aabith Musthaq","2023-10-16 14:14:38",0.14714,1,aabithmusthaq
2395,371785,"Yulia Pristupina ","2023-10-31 17:45:09",0.14715,3,juliaprist
2396,10988533,"Sai Ram Oduri","2023-09-29 20:19:26",0.14716,1,princesaiyan9
2397,11166594,"Alan Chiem","2023-11-06 20:23:25",0.14716,1,alanchiem
2398,11013324,"Lakshmi Aditi Kumar","2023-10-04 20:11:16",0.14717,1,lakshmiaditikumar
2399,10986765,SleepySpren,"2023-10-02 14:30:39",0.14717,3,sleepyspren
2400,11015385,"hiroto #2","2023-10-05 08:22:29",0.14717,1,hirototabara
2401,10996030,"MANAHIL SHAIKH","2023-10-02 17:07:05",0.14718,1,manahilsheikh
2402,11217253,KaggleM4tt,"2023-11-10 14:23:20",0.14718,4,kagglem4tt
2403,11180184,Yaojhong,"2023-11-03 10:22:24",0.14718,9,yaojhong
2404,11227654,"Mano Vikram","2023-11-14 18:24:16",0.14719,4,manovik18
2405,11272328,"Gal Seidner9811","2023-11-25 18:11:20",0.14720,13,galseidner9811
2406,11267635,"Li Guangyue","2023-11-19 11:11:20",0.14720,1,kuanyewlee
2407,11231929,ash3104,"2023-11-12 14:08:33",0.14723,1,ash3104
2408,10978964,"Galina Gaydarzhi","2023-09-29 13:11:42",0.14724,1,galinagaydarzhi
2409,11085143,"Lucky Khanna","2023-10-18 06:13:18",0.14724,1,luckykhanna009
2410,11170792,"Moshe Marciano","2023-11-02 18:42:09",0.14725,1,moshemarcianom
2411,11010464,island443,"2023-10-09 12:38:21",0.14728,11,island443
2412,11078519,"saduni perera","2023-10-16 16:46:32",0.14728,3,saduniperera
2413,10875964,dayage,"2023-11-14 15:01:48",0.14728,4,dayage
2414,10997693,"Katelyn Vuong","2023-10-02 18:28:17",0.14730,1,katelynvuong
2415,11226723,TaKiNg0vErqwerty,"2023-11-16 05:27:21",0.14730,23,taking0verqwerty
2416,11144501,"Geethika Sri","2023-10-28 04:25:36",0.14730,1,geethikasri
2417,11246167,"Ryan Kim #4","2023-11-15 05:29:51",0.14732,1,rkim24
2418,11133817,"sushma nagasri","2023-10-27 10:34:53",0.14733,1,sushmanagasri
2419,4346870,"Victor #5","2023-11-19 18:16:22",0.14733,1,vkandoba
2420,10929968,"Arshia Naaz","2023-10-08 10:17:24",0.14733,2,arshianaaz
2421,10966459,"Nabil Rakaiza Abror","2023-11-05 07:35:15",0.14734,5,nabilrakaizaabror
